,PC1,PC2,PC3,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1708,0.0020511370975625203,0.0026212897077350023,0.0021359769015910743,,Cercozoa,Thecofilosea,Cryomonadida,,,
ASV_1713,0.002236440330827634,-0.002673752615542312,0.0004020986179729715,Metazoa,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,
ASV_1719,0.01226664601698201,0.007082268556298819,0.01971406711545851,,,Bolidophyceae,Parmales,Triparmaceae,Triparma,
ASV_1720,0.0008151846034468524,-0.004283780868899117,0.0024902676705314767,,Bacillariophyta,Bacillariophyceae,Bacillariales,,,
ASV_1721,0.008675140684506106,-0.020612998378331727,0.009693722986540929,,Ciliophora,Spirotrichea,Choreotrichida,,,
ASV_1732,0.007421889310190051,-0.004285794511520508,-0.001219178873231701,,,,,,,
ASV_1733,0.01324206398170417,-0.007334320727091548,-0.0020374620223294407,,,Bigyra,Nanomonadea,,,
ASV_1742,-5.4363929662887e-05,0.0027112898840504856,-0.00181822768539153,,,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,
ASV_1747,-0.0013726710917204813,-0.002119354266091188,-0.002429313865575313,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspa,
ASV_1748,0.0031481254383915877,0.004204530628807226,0.003504429823687947,,Ciliophora,Spirotrichea,,,,
ASV_1749,-0.027407363377391258,0.0040854148727086466,0.011153787091953431,,,,,,,
ASV_1754,0.0040168767335452705,-0.003155785957267379,-0.00024506386601356566,,,,,,,
ASV_1756,0.01175689736787805,-0.009669593052041138,0.00014101719583833498,,,Dinophyceae,,,,
ASV_1760,0.009048829853600001,-0.004818807120458264,-0.001527473531752153,,,Dinophyceae,,,,
ASV_1762,0.002415280837404341,-0.015985364309784457,0.009269555966100044,,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,Pelagostrobilidium,
ASV_1771,-0.00028147833668012176,0.003192861623204796,-0.0024012950187241077,,Ciliophora,Litostomatea,,,,
ASV_1772,0.00548779107733569,-0.00269794810995965,-0.0010563721519730365,,,Dinophyceae,,,,
ASV_1773,0.0050520513474856255,-0.006117865826044153,0.0014767646905953105,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,
ASV_1778,0.005894065327664319,-0.003216006187414057,-0.0010202642568152359,Metazoa,Mollusca,Polyplacophora,Lepidopleurida,Lepidopleuridae,Leptochiton,
ASV_1779,0.003933165198067221,-0.002535661695151653,-0.0005712757759184249,,,,,,Telonemia,
ASV_1780,0.011271342199993711,0.0025909150028142827,0.018189958280646037,,,Dinophyceae,,,,
ASV_1781,-0.0020442316743526957,0.0005631054036675117,0.0006330627408500096,,,Dinophyceae,,,,
ASV_1782,0.0008464912708351944,-0.004448700050024165,0.002573867074385697,,,Dinophyceae,,,,
ASV_1783,0.002786857035478483,-0.0026141489685026884,0.00013764925880001063,,,Bigyra,Nanomonadea,,,
ASV_1784,-0.003970240935328894,-0.004900327397956169,0.0051644524225258935,,,Dinophyceae,,,,
ASV_1786,0.004030061382527114,-0.0028704283137483406,-0.00030085616337632485,,,Bigyra,Nanomonadea,,,
ASV_1787,0.007362602185874496,-0.00382753919111751,-0.0011688553131781311,,,,,,,
ASV_1796,-0.0006763484525832752,-0.010203829677780519,0.007132240617578064,,,,,,Telonemia,
ASV_1797,0.0025593987245838036,-0.002260890889989593,-4.586497382625093e-05,,Ciliophora,Colpodea,Cyrtolophosidida,Cyrtolophosididae,Aristerostoma,
ASV_1800,-0.0015201203208631694,0.012186579438069342,-0.008030889186923301,Metazoa,Annelida,,,,,
ASV_1802,-0.0032984944756119503,2.7193704656621958e-05,0.0018137758696746198,,,Dinophyceae,,,,
ASV_1805,0.004660699415957567,-0.016022062035045977,0.00818560252917783,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,
ASV_1815,-0.029457729329540647,0.001695304088867079,0.01400147653419349,,,,,,,
ASV_1818,0.0036887062594406603,-0.0016397163270410217,-0.0008232445171850672,,,,Pirsoniales,Pirsoniaceae,Pirsonia,
ASV_1819,0.0034129937578454197,-0.012897125469979297,0.006724143384968372,,,Chrysophyceae,,,,
ASV_1820,-0.007736954027329736,-0.006041204151616483,0.008295964477305313,,Haptophyta,,,,,
ASV_1826,0.010996476429719362,-0.0055218366682793195,-0.001862693943987611,Fungi,Ascomycota,Dothideomycetes,,,,
ASV_1839,-0.0010785398323387165,0.009855607023049074,-0.006539083481304308,Metazoa,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Discodoris,
ASV_1840,-0.008431331278471845,-0.001406007308976552,0.0051541466361548684,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_1851,0.003649157340144446,-0.002190629355947984,0.027522098812297356,,Ciliophora,Spirotrichea,Choreotrichida,,,
ASV_1852,0.010661769516674443,0.014862335676035818,0.013429661780446344,,Cercozoa,Thecofilosea,Ventricleftida,,,
ASV_1853,0.0017511711789707802,-0.04313578412834313,0.028866560044958064,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,
ASV_1857,0.003622951603216959,0.004832215017412032,0.004196143336142299,,Cercozoa,Imbricatea,Thaumatomonadida,,,
ASV_1873,0.0071238120940616085,-0.013854252786848787,0.005950663848736931,Fungi,Ascomycota,Dothideomycetes,,,,
ASV_1876,-0.01086823637461274,-0.01213600762697369,0.01389885674092798,,,Choanoflagellata,Acanthoecida,Stephanoecidae,,
ASV_1878,0.010420280141228982,-0.005390406853635388,-0.0018339029574320753,,Haptophyta,,Zygodiscales,Braarudosphaeraceae,Braarudosphaera,
ASV_1879,-0.0008182958712997517,-0.0005111606769597387,0.0006677871180768532,,Picozoa,,,,,
ASV_1889,-0.00023603535272075156,0.0004179911957040482,-0.000227757724936993,,,Dinophyceae,,,,
ASV_1890,0.0005009691696989115,1.2527569187123902e-05,-0.00019562116448992777,,,Dinophyceae,,,,
ASV_1892,0.004584026950777638,-0.0023024758568429057,-0.0007613057746880744,,,Dinophyceae,,,,
ASV_1898,0.004566860072823216,-0.0025450900911960957,-0.0007842975502738333,Metazoa,,,,,,
ASV_1900,-0.0139644971893247,0.00025871433919848517,0.006769578058628999,,Endomyxa,Ascetosporea,Paradiniida,,Paradinium,
ASV_1902,-0.0013152193033101902,-0.010887911922885681,0.008383159337442455,,,Dinophyceae,,,,
ASV_1905,0.0010978077235992607,-0.008360151391039758,0.005108939644407676,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_1907,0.0011343892405037566,-0.006691231502827534,0.00389748079169185,,,Dinophyceae,,,,
ASV_1908,0.004946234104452323,-0.002715581381135786,-0.0009540226121101828,,,Dinophyceae,,,,
ASV_1909,0.00967090950589933,-0.005030884118123146,-0.0015639621888468448,,,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,
ASV_1911,0.00415844013197793,-0.0024164202487723316,-0.0005910099496545754,,,Dinophyceae,Suessiales,Suessiaceae,Yihiella,
ASV_1912,-0.0027861911229077182,0.0013096822192133438,0.00026527112277636603,,Endomyxa,,Gromiida,Gromiidae,Gromia,
ASV_1920,-0.00024761877311560004,-0.00034815357244152926,0.0002595125708518773,,Cercozoa,Chlorarachniophyceae,,,Minorisa,
ASV_1927,0.006233689445284233,0.008475958919340188,0.007640471182705607,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
ASV_1928,-0.006746973737636572,-0.016153853380029976,0.014332180897925047,,,,,,,
ASV_1929,-0.004391277505831489,-0.006483209798860263,-0.006312472852667291,Metazoa,Arthropoda,,,,,
ASV_1941,0.027789182838051023,0.03702881992051854,0.03503508641602601,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,
ASV_1943,-0.003392666995995553,-0.005163675942408987,0.005272154404397413,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,
ASV_1944,0.011517811808958108,-0.00623611132314752,-0.0017334984941214152,,,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,
ASV_1945,0.0017163728109111384,-0.010875021183837949,0.006662395416564754,,,Dinophyceae,,,,
ASV_1949,-0.004341828292879265,0.0018479437199761112,0.0005405027581018251,,,Dinophyceae,,,,
ASV_1950,-0.007013228735905739,-0.010456861049188632,0.010586059343385901,,,,,,,
ASV_1951,0.0004720646922350341,-0.005484843344380888,0.003520865980282516,,,Bigyra,Nanomonadea,,,
ASV_1952,-0.0021044702584341424,0.0017705346985145301,-0.00020180915395290707,,Apicomplexa,Conoidasida,Eugregarinorida,Porosporidae,,
ASV_1953,0.013320298434939957,0.018779909158714133,0.016941139007028653,,,,,,,
ASV_1969,0.01180322232018771,0.01644465595815262,0.01501138626388864,,,Dinophyceae,,,,
ASV_1971,0.003996928864682879,-0.002137836261747079,-0.0007332496367195138,,Cercozoa,,,,,
ASV_1972,-0.0033556153590247875,0.0014475278757310971,0.0006858864273414502,,,Bigyra,Nanomonadea,,,
ASV_1973,0.013049776121118337,0.018224872248286506,0.0166308552730847,,,Dinophyceae,,,,
ASV_1976,0.0015555266517549766,-0.010157001718474013,0.006081022552467729,,,,,,,
ASV_1977,0.0005330840626380159,-0.0025948273949249825,0.0013155072993636724,,,Dinophyceae,Suessiales,,Dactylodinium,
ASV_1980,-0.00285313749521294,0.0009193069010303818,0.0004075677621027792,Metazoa,Annelida,,,,,
ASV_1986,0.000622057164991245,-0.00010369773937044607,-0.000585717522269346,,,,,,,
ASV_1987,-0.0009010612510898012,0.00879855261949759,-0.006068678731172381,Metazoa,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,Corycaeus,
ASV_1990,-0.004017603182067397,0.001988597271964863,0.0006832097465244574,,Cercozoa,Chlorarachniophyceae,,,,
ASV_1992,-0.003036580167020882,0.0022653620579742026,2.0162260665880727e-05,,,Choanoflagellata,Acanthoecida,Stephanoecidae,,
ASV_2002,0.007269417165449734,-0.003909063127105823,-0.0011725978763782567,,,Chrysophyceae,,,,
ASV_2003,-0.00019349850118763616,-0.002084122696146907,0.0010249992827522619,,Haptophyta,,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_2004,-0.0027545164456022285,0.0020354038164023982,-2.944862278889222e-05,,Cercozoa,,,,,
ASV_2005,0.00037394035965169814,-0.0010178979557664142,0.0011146789278237137,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,
ASV_2018,0.007637447083270643,0.05094007886286107,0.04127420587737639,,,Chrysophyceae,,,,
ASV_2022,0.0006728100608814215,-0.003195493205445987,0.0016461974237442167,,Cercozoa,Thecofilosea,,Ebriacea,Ebria,
ASV_2023,0.0026935103832100194,-0.020892722134045173,0.012883641245086518,,,Dinophyceae,,,,
ASV_2032,0.012649144025374983,0.01764919664497374,0.016135454035670925,,,,,,,
ASV_2034,0.014041201249777922,0.019811447149540806,0.0179865114891842,,,Cryptophyceae,,,,
ASV_2039,0.005902908815301815,-0.0033703688013250357,-0.0009805367402753186,Metazoa,Chordata,,,,,
ASV_2043,0.002520476253928372,-0.017470705138020605,0.010576005007549523,Metazoa,Annelida,Polychaeta,,Chaetopteridae,Chaetopterus,
ASV_2044,0.014274615102365117,0.01664100845004025,0.05285801326464539,,,Dinophyceae,,,,
ASV_2046,-0.003119990145669446,-0.024934076230963054,0.01846908934847135,,,,,,,
ASV_2047,0.0002992967459461124,-0.0017651102179369004,0.0016780297453991946,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,
ASV_2050,0.001391541322176219,-0.019006110180882708,0.012250767773366,Metazoa,,,,,,
ASV_2054,0.005493802669960376,0.0007072373828704146,0.013590937916426408,,,Choanoflagellata,Acanthoecida,Stephanoecidae,,
ASV_2063,0.012563213122467989,0.01737489650604308,0.01605062902593355,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,,
ASV_2064,0.010354844674431006,-0.005376692799119112,-0.0016147092402412162,,Apicomplexa,Conoidasida,Eugregarinorida,Lecudinidae,Paralecudina,
ASV_2081,-0.0036716549840110414,0.0017425911659766174,0.0005057810771068969,,,,,,,
ASV_2083,0.0021302569031330177,-0.014190023963656765,0.008533489243754765,,Ciliophora,Spirotrichea,Choreotrichida,,,
ASV_2084,0.0007587780582252201,-0.0002831452063746323,-0.0002880252126442003,Metazoa,Annelida,,,,,
ASV_2086,-0.00195756738720323,-0.0029887673698849276,-0.0031831283392625004,,,Dictyochophyceae,Florenciellales,,,
ASV_2089,0.006920346647548303,-0.003286095890879628,-0.0014788717471546477,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,,,
ASV_2091,0.0021579909819651583,-0.014353862618627875,0.008730494300620202,,,Bolidophyceae,Parmales,Triparmaceae,Triparma,
ASV_2094,0.015043913697429235,0.02057596435413537,0.019429968042099618,,,,,,,
ASV_2100,0.008484962165477785,0.011761585659584265,0.010633603882377446,,,,,,,
ASV_2102,0.016683538224818346,0.026239718517754692,0.028131307149703126,Metazoa,Brachiopoda,Craniata,,,,
ASV_2103,-0.000823274133033478,0.008185354457106662,-0.005664788185485302,,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Eucampia,
ASV_2104,-0.003392841634354392,0.0016632345794855223,0.00043740524098223105,,Euglenozoa,Kinetoplastea,Neobodonida,,Rhynchobodo,
ASV_2124,0.0012149933704032874,-0.014332505658537761,0.008885567361730939,,,,,,,
ASV_2132,-0.009543819996248095,0.004042034974149304,0.0016373647373112547,Metazoa,Annelida,,,,,
ASV_2133,0.00044634106382314723,0.0017532312424936591,-0.0016747718604402414,,,Bolidophyceae,Parmales,Triparmaceae,Triparma,
ASV_2134,-0.0007120437395734421,0.00706949254810595,-0.004644976177419189,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_2135,-0.004022340589381566,-0.009257661309198712,0.008839504131528713,,Ciliophora,,,,,
ASV_2136,0.0015665677221243586,-0.0031186254415934227,0.0008259656235291922,,Ciliophora,Spirotrichea,Choreotrichida,Lynnellidae,Lynnella,
ASV_2147,-0.004736816922940905,-0.004063969336287402,0.00507764944671163,,,,,,,
ASV_2149,-0.008134073431295616,0.009804321969989824,-0.0026911836936021356,,,,,,,
ASV_2152,-0.014098822118943486,0.006627718800866202,0.0024587904769799497,,,Chrysophyceae,,,,
ASV_2153,-4.309404452608138e-05,0.0016923978280856467,-0.0013339307782626716,,,Bigyra,Nanomonadea,,,
ASV_2154,0.014769487705727113,0.0205410375629635,0.01904690989575481,,,Chrysophyceae,,,,
ASV_2162,0.021447870515561438,0.007098414169560694,0.036663821124065965,,,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Pelagomonas,
ASV_2163,0.002966173785939941,0.003529293748233929,-0.004209820120762024,,,,,,,
ASV_2164,-0.0017649153866451635,0.0013463665528975237,6.769242418665568e-05,,Cercozoa,,,,,
ASV_2166,-0.008201103046544223,0.005168767733392038,0.0007995740894374272,,,Bigyra,Nanomonadea,,,
ASV_2181,0.0001615855341312593,-0.001104263848519326,0.0006747716745805245,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,
ASV_2184,-0.000974745229395819,0.0005139484795517545,7.674572779297123e-05,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,
ASV_2185,0.004830999318476225,-0.0025342965186129574,-0.000918806098386091,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_2196,-0.004401816848593498,-0.020400573967429548,0.016130660984178164,Metazoa,,,,,,
ASV_2198,-8.722519661799079e-05,-0.012326558199644035,0.008448779038081772,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspa,
ASV_2207,0.01016975071793254,0.014006665137221219,0.012925756969094088,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspa,
ASV_2210,-0.003559955727681272,-0.0067216114036419425,0.006020343654342849,Metazoa,,,,,,
ASV_2211,-0.006956177520710038,0.0038019928153676143,0.0006764643149293554,,,Ichthyosporea,Ichthyophonida,,Pseudoperkinsus,
ASV_2219,0.004691777468181703,0.006228342231698635,0.005604871776064737,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_2221,0.002953618330969142,-0.02044164766449011,0.012141813341935152,,,Dinophyceae,,,,
ASV_2223,0.004245009650490214,-0.0022516084276522257,-0.0008145587143469305,,,,,,Telonemia,
ASV_2225,-0.010032705283305151,-0.01431405455477902,0.015125770519741915,,,Polycystinea,Nassellaria,Cannobotryidae,,
ASV_2227,-0.001650252706150222,-0.00031783396256456127,0.0007433951229151686,,,,,,,
ASV_2228,-0.007677141801153574,0.00438291511664223,0.0006846724218435813,,,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,
ASV_2229,0.0033150111251271227,-0.02124671741783776,0.013076968913800372,,,Bigyra,Thraustochytrida,Thraustochytriaceae,,
ASV_2230,-0.007779693002384563,0.0033721758656413523,0.0013969715171115796,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
ASV_2232,-0.0032619943358381193,0.0022146108164779093,0.00018090025025855466,,,Bigyra,,,,
ASV_2233,-0.0004100010430836924,0.005099354677900652,-0.0033849443482585734,,,Dinophyceae,,,,
ASV_2247,-0.00016572013465732406,-0.011955433763881293,0.008510943623889513,,,Bigyra,,,,
ASV_2248,0.0020728040697794363,-0.014330471553513104,0.008367909958296681,,,Dinophyceae,,,,
ASV_2264,-0.004543916588519596,-0.0049475027579936265,0.006009228469943379,,,Dinophyceae,,,,
ASV_2279,0.004111261889020229,-0.0017802899076740976,-0.0010430377218843723,Metazoa,Arthropoda,Insecta,Hymenoptera,Crabronidae,,
ASV_2281,-0.003221296898647486,0.013501046725674133,0.02504145033681909,,,,,,Telonemia,
ASV_2283,0.0016297636241013713,-0.009806338736686198,0.005826438305269414,,,,,,,
ASV_2285,0.008276464479811601,-0.0042241196116931876,-0.0015759423090307134,,,,,,,
ASV_2299,0.016530782279753315,0.023240915184662217,0.021285261939634658,,,Dinophyceae,,,,
ASV_2300,-0.012345288346706638,-0.01242986335328774,0.014508665170856036,,,Phaeophyceae,,,,
ASV_2302,-0.015856917706939682,0.009803429418251903,0.0015978873459974747,,Foraminifera,,,,,
ASV_2312,-0.008877864817214228,0.00479231665773216,0.001168988009911976,,,Phaeophyceae,Fucales,Sargassaceae,Sargassum,
ASV_2336,-0.011684623616311231,0.005567278011148057,0.00178438196085804,,,Choanoflagellata,Acanthoecida,Stephanoecidae,,
ASV_2337,-0.006084430386478679,0.0031321657570239293,0.0009588416126665005,,,Dinophyceae,Suessiales,Suessiaceae,Ansanella,
ASV_2338,-0.0008293920053669206,-0.003050633449586269,0.0024262523478675796,,,,,,,
ASV_2340,0.020094750589051198,0.028167491962135832,0.026139346537213788,Metazoa,,,,,,
ASV_2341,-0.009623090861524563,0.0024530311055834145,0.0032668647401496234,,,Dinophyceae,,,,
ASV_2355,-0.008101271289093506,-0.02756622190154636,0.02293922890352344,,,Phaeophyceae,,,,
ASV_2359,-0.009884018749520801,0.005015452697831937,0.00154116196740123,,Cercozoa,Thecofilosea,Ventricleftida,Ventrifissuridae,Ventrifissura,
ASV_2360,-0.01354427510274438,0.005593091272477651,0.002549616092865835,,,,,,,
ASV_2364,0.012037541331527745,0.016597973606969494,0.015426829440050239,,,Dinophyceae,,,,
ASV_2365,-0.002690296230924114,-0.003925711126690852,-0.0042207083912864,Metazoa,Rotifera,,,,,
ASV_2367,0.012947543230255314,0.0030772919719237357,0.022445286128202246,,Haptophyta,,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_2380,0.021042439692483542,0.02905367120148275,0.027394660691498488,,,Acantharea,,,,
ASV_2385,-0.015222098736670209,0.007322189231538394,0.0022202321023706995,,,Dinophyceae,,,,
ASV_2405,-0.005637106569976597,-0.009551567436790207,0.009624456647494825,,,,,,,
ASV_2406,-0.005553756117495688,0.0031861336016151083,0.0006301115075262473,Metazoa,Annelida,,,,,
ASV_2408,0.00577064869708433,-0.003177067790257224,0.029700886157741396,,,Dictyochophyceae,Pedinellales,,,
ASV_2411,-0.000733477884793832,-0.0026259992375918077,0.000912785337925492,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,
ASV_2417,0.017221664578790274,0.02402694957722426,0.022223336712450338,,,,,,,
ASV_2426,0.0008954948114793714,-0.005974648574433021,0.0032675523227029836,,,,,,,
ASV_2430,0.011669808621970505,0.016030666160595387,0.014877837935655013,,,,,,,
ASV_2431,0.0001060454863462778,-0.00019026855039428028,-0.0003960489994669939,,Cercozoa,Imbricatea,Thaumatomonadida,,,
ASV_2433,-0.009699306407383743,-0.014681701989843808,0.015178202238471,,,Dinophyceae,,,,
ASV_2443,-0.012739458512962114,0.006281614150475649,0.0018814048608339939,,,,,,,
ASV_2445,-0.0014012147142830457,-0.02334904837803889,0.016741191403238636,,Apicomplexa,,,,,
ASV_2446,0.003360978284118635,-0.022748620212952823,0.014003505512198143,,,,,,,
ASV_2452,0.003782849368688575,-0.025886676578291107,0.015551617614384292,,Cercozoa,,,,,
ASV_2453,0.017790783127365584,0.024654278743322,0.023024694962915072,,Ciliophora,,,,,
ASV_2458,0.00025254355274994205,-0.00011652400616426618,-0.00031453091747487416,,,,,,,
ASV_2463,-0.0009776762041820793,-0.005169969966586509,0.004272870450986288,,Cercozoa,Thecofilosea,Ventricleftida,,,
ASV_2464,0.0016729394087141123,-0.0007821438364312794,-0.00037526052124044136,,,,,,,
ASV_2477,-0.006013254953226925,-0.010401430776571232,0.01037256675593406,,Cercozoa,Thecofilosea,,,Mataza,
ASV_2487,-0.009865374420578417,-0.03622248006324321,0.03005645862901598,,,,,,,
ASV_2489,0.011345796937843032,0.015576223105888794,0.014514550021439837,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mantoniella,
ASV_2490,0.006648407986692358,0.008883718066476778,0.008354207314899036,,,Dictyochophyceae,Pedinellales,,Pseudopedinella,
ASV_2491,-0.008465494827171566,-0.008394173324371508,0.010465776199336203,,,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,
ASV_2492,-0.004821637669032064,-0.016392012410859157,0.013666490303938907,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe amygdali
ASV_2493,0.002099267757770794,-0.014266843628677235,0.00868470565474441,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,,
ASV_2507,0.0019161177522914923,-0.0013090273527888738,-0.0002432681695686772,,Picozoa,,,,,
ASV_2512,7.835762097316077e-05,-0.020407007514507757,0.014439519662123201,,Cercozoa,,,,,
ASV_2529,0.000244818661119593,-0.00019296227519548703,-0.0001616897795822674,,Oomycota,,Olpidiopsidales,Olpidiopsidaceae,Olpidiopsis,
ASV_2530,-0.007661496082968541,0.0038839193210708223,0.001071290305866807,,,Dinophyceae,,,,
ASV_2531,-0.007891771829811094,0.004428217579360883,0.0009892413268149018,,,Dinophyceae,,,,
ASV_2532,-0.0037310044652413806,0.007259588814873137,0.0358062087710022,,,Dinophyceae,,,,
ASV_2535,-0.0006041572709351684,-0.0020312966815992793,1.3399765447479728e-05,,Haptophyta,,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_2545,0.019739837656803056,0.027571182781892793,0.02552566410561249,,,,,,,
ASV_2548,0.0015390305032103905,-0.0005040154920859367,-0.0006325297779673615,Metazoa,Mollusca,Gastropoda,Trochida,Trochidae,Cantharidus,
ASV_2549,-0.02806387605149274,0.0004716852945585758,0.014277270225205191,,,,,,Telonemia,
ASV_2550,0.0037126660150432387,-0.02476921075989355,0.0151896651466521,Metazoa,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,
ASV_2559,0.0019004445163860741,-0.01268817218034028,0.00777702277908007,,,Dinophyceae,,,,
ASV_2560,0.0004403314617176032,-0.03316430320980326,0.0226242865982325,Viridiplantae,Chlorophyta,,,,,
ASV_2562,-0.006555521093956173,-0.0031265404580992752,0.00567069933038119,,Haptophyta,,Prymnesiales,,,
ASV_2563,-0.013462131169945397,-0.0009900836572655485,0.007154888646575805,,Euglenozoa,Euglenida,Petalomonadida,Scytomonadidae,Notosolenus,
ASV_2564,-0.009661104405789564,-0.005573690415399041,0.00889280443194434,,,Bigyra,Nanomonadea,,,
ASV_2565,-0.0020041587634790853,0.0012041427002022025,0.00017565908013586894,,,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,
ASV_2566,-0.0024415121841961447,0.0008219484789913075,0.0004721560569889828,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,
ASV_2598,-0.003661752636035719,-0.016511617729613084,0.013037236114564869,,,,,,,
ASV_2599,0.007055800599684473,-0.0037688751445883275,-0.0014526984874711792,,,,,,,
ASV_2600,-0.009308227535643459,0.005147872214086092,0.0010088641639786511,,,,,,Telonemia,
ASV_2601,0.0058778245607443,0.007958904812413061,0.0073046281668401256,,Ciliophora,,,,,
ASV_2602,0.014334350740393801,0.019822397623872664,0.018432540940523014,,,Dinophyceae,,,,
ASV_2603,0.01444140546715493,0.020225849565121364,0.018575740243262803,,,Dinophyceae,,,,
ASV_2633,0.010371101293289133,0.013911296109335287,0.013241221608895095,,,Dinophyceae,,,,
ASV_2634,-0.0025600895487323905,0.0016593657910104324,0.00019256199837601297,,,,,,,
ASV_2654,0.013838736424889126,0.01926489653876704,0.017790285915300023,,Ciliophora,Litostomatea,Cyclotrichida,Mesodiniidae,Askenasia,
ASV_2656,0.004949886159984526,0.02431926241651805,0.0196980333272273,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_2657,-0.0005677541303045965,0.005963815949914678,-0.004064683144208097,,Ciliophora,,,,,
ASV_2658,-0.01869218902235809,-0.0003667381158243389,0.009817311406616543,Metazoa,,,,,,
ASV_2660,-0.0007580310953920587,-0.017129573095007344,0.012619648636358572,,,Bigyra,Nanomonadea,,,
ASV_2661,0.004406510850856342,-0.0022839809900529365,-0.0007691586562116683,Metazoa,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,
ASV_2662,-0.0034436523257429918,0.0020426496588778573,0.00041027785598713454,Metazoa,Annelida,Polychaeta,Eunicida,Lumbrineridae,Ninoe,
ASV_2663,-0.0008394601021648305,0.00040697835795527854,-3.4796443677426486e-06,,,Dinophyceae,,,,
ASV_2664,-0.0017929005181312025,0.0011445630094784889,6.878428483111842e-05,,,,,,,
ASV_2668,-0.010195260026044092,-0.014555540187547495,0.015706467793667665,,,,Telonemida,,Telonema,
ASV_2669,-0.015510090767850305,0.00793470801731635,0.0022227391402088762,Viridiplantae,Streptophyta,,,,,
ASV_2670,-0.009573353322007826,0.005108299717297974,0.0011265338283937218,Metazoa,Annelida,Polychaeta,,Scalibregmatidae,Lipobranchius,
ASV_2681,-0.009548891566553634,0.0053251561654893455,0.0012049166427123509,,,Acantharea,Arthracanthida,Acanthometridae,Acanthometra,
ASV_2690,-0.010718237104021897,0.005463396839856474,0.0015030154112006151,Fungi,Basidiomycota,Agaricomycetes,,,,
ASV_2692,0.0036582074451353827,-0.0020044295580967744,-0.0007267154075422058,,,Dinophyceae,,,,
ASV_2695,-0.0075643609492650685,0.003991964331193732,0.0010102388468813497,,,,,,,
ASV_2696,0.0016571733418296992,-0.011979704981279597,0.006970088354831959,,,Dinophyceae,,,,
ASV_2700,0.02726610787660032,0.038591413989190464,0.03544752750757084,,,,,,,
ASV_2703,-0.015465633404020724,0.005374612888193099,0.00418915743090789,,,Dinophyceae,,,,
