"","FeatureID","PC1","PC2","PC3","ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"326","ASV_554",-0.0385338474127026,-0.0217713725463115,-0.013646910629611,"ASV_554","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","unassigned"
"327","ASV_557",-0.00898147369307687,0.00294553601869273,-0.00394067228193437,"ASV_557","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"328","ASV_559",0.00926607114947708,0.0167702581523211,0.00945259549744069,"ASV_559","Eukaryota","Ciliophora","Spirotrichea","Tintinnida","Codonellidae","Tintinnopsis","unassigned"
"329","ASV_562",0.00305086151880345,-0.00483740877004584,0.0179229092546318,"ASV_562","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"330","ASV_565",-0.00449689853712549,0.00360870234143382,-0.00167436021012529,"ASV_565","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"331","ASV_566",-0.0202348173392186,-0.00334222616418681,-0.0249886284252741,"ASV_566","Eukaryota","unknown","Pelagophyceae","Pelagomonadales","unknown","Aureococcus","Aureococcus anophagefferens"
"332","ASV_567",-0.0610811409857172,0.0324683024514225,-0.0415370815041854,"ASV_567","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"333","ASV_570",0.00432814608662842,0.00646765227091118,0.03134712288589,"ASV_570","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","g_","s_"
"334","ASV_573",0.00223893345814109,-0.00150824918414621,0.00108298910878847,"ASV_573","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros sp. UNC1414"
"335","ASV_574",-0.0193991071275937,0.00545705027930927,0.0108541638672959,"ASV_574","Eukaryota","Imbricatea","unknown","Thaumatomonadida","unassigned","unassigned","unassigned"
"336","ASV_575",-0.0103027149511061,0.00645843160369163,-0.0139338689727657,"ASV_575","Eukaryota","unknown","Choanoflagellata","Craspedida","Salpingoecidae","g_","s_"
"337","ASV_583",-0.0180748247204699,0.0666262701607671,-0.0397966706292074,"ASV_583","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"338","ASV_584",0.00898995643272263,-0.00832501419502068,0.00910989457675867,"ASV_584","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium litoralis"
"339","ASV_586",-0.0164743336705732,0.0628678373775468,-0.00564102105974992,"ASV_586","Eukaryota","unknown","unknown","Telonemida","unknown","Telonema","unassigned"
"340","ASV_589",-0.00670560650667112,0.0261346081754829,-0.0129846239026507,"ASV_589","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"341","ASV_590",0.00871916098318693,0.0287142023268309,-0.000558386836749801,"ASV_590","Eukaryota","unknown","unknown","Telonemida","unknown","Telonema","Telonema antarcticum"
"342","ASV_592",0.00194335341390603,0.00202798854648131,0.000901440262255732,"ASV_592","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"343","ASV_593",-0.00987743706616027,-0.0379572720296948,-0.00358652995855659,"ASV_593","Eukaryota","unknown","Choanoflagellata","unknown","unknown","g_","s_"
"344","ASV_594",0.00207048990050804,-0.0131318790000835,0.00983293762839447,"ASV_594","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"345","ASV_595",0.0105784174006999,0.0121773500400998,0.00539719263567968,"ASV_595","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"346","ASV_598",0.0158907608699873,-0.0279886500580904,0.0184360435865162,"ASV_598","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros sp. UNC1416"
"347","ASV_599",0.0237773334572517,-0.0183296288147772,0.0306982535662041,"ASV_599","Eukaryota","unknown","Dinophyceae","Prorocentrales","Prorocentraceae","g_","s_"
"348","ASV_600",-0.0101091786478093,-0.0314500432479196,0.00210364875325051,"ASV_600","Eukaryota","unknown","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","Ensiculifera imariensis"
"349","ASV_601",0.00802652686953912,0.0174043302434333,0.00139655983941858,"ASV_601","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"350","ASV_602",-0.0084911331002136,0.00380173325536504,-0.00394231811726526,"ASV_602","Eukaryota","unknown","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","s_"
"351","ASV_603",0.0211052653573701,0.011405796689782,0.0172564495540575,"ASV_603","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"352","ASV_606",-0.000133539463181919,-0.00431649792875541,-0.00117748322022674,"ASV_606","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"353","ASV_611",0.000760783799177174,-0.000381348356559416,0.000212398965394347,"ASV_611","Eukaryota","Ciliophora","Prostomatea","Prorodontida","Colepidae","Tiarina","unassigned"
"354","ASV_612",-0.000449792452651146,-0.00036719348759761,-9.90316507934045e-05,"ASV_612","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","g_","s_"
"355","ASV_614",-0.00198012915870803,0.00317726049055866,0.0010999008582019,"ASV_614","Eukaryota","Endomyxa","Ascetosporea","Paradiniida","unknown","Paradinium","Paradinium poucheti"
"356","ASV_616",0.151382166691785,-0.0356016907216442,-0.140004350800565,"ASV_616","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","unassigned"
"357","ASV_620",-0.0224884515713551,0.0563930119914588,0.0120113812012936,"ASV_620","Eukaryota","unknown","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","unassigned","unassigned"
"358","ASV_621",-0.00738867132979745,0.0169785434190219,-0.00629536262975616,"ASV_621","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"359","ASV_623",-8.04216485087843e-05,-0.0130488307251251,0.00237596499801249,"ASV_623","Eukaryota","unknown","Choanoflagellata","Acanthoecida","Stephanoecidae","Calliacantha","Calliacantha natans"
"360","ASV_624",0.0118563013014443,-0.00957443649178586,0.011766529597296,"ASV_624","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","unassigned","unassigned","unassigned"
"361","ASV_625",-0.0413512083926058,-0.0398343077660431,-0.0203471417280412,"ASV_625","Eukaryota","unknown","Bigyra","Oblongichytrida","unknown","Oblongichytrium","unassigned"
"362","ASV_627",-0.00343917597001146,0.00324843597946531,-0.00227433470965796,"ASV_627","Eukaryota","Chlorophyta","unassigned","unassigned","unassigned","unassigned","unassigned"
"363","ASV_628",0.00833595514669106,-0.00992931408679694,0.0131796815346159,"ASV_628","Eukaryota","Endomyxa","Ascetosporea","Paradiniida","unknown","g_","s_"
"364","ASV_631",-0.000823239998209995,0.0148557084452802,0.00832514488955062,"ASV_631","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"365","ASV_632",-0.0299457192806389,0.00144722019942336,-0.0228933430412172,"ASV_632","Eukaryota","unknown","Pelagophyceae","unknown","unknown","unknown","Pelagophyceae sp. CCMP3390"
"366","ASV_633",0.0179703695383986,0.00770631867825433,0.0155118759174587,"ASV_633","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"367","ASV_634",-0.0721879264888329,0.0476981857367467,-0.0399490824906197,"ASV_634","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","unassigned"
"368","ASV_639",0.000755033192857198,-0.0013002623176744,5.76747480870399e-05,"ASV_639","Eukaryota","unknown","Dinophyceae","Syndiniales","Duboscquellidae","g_","s_"
"369","ASV_650",0.00349940838183573,0.0104240247323756,0.000442248345909895,"ASV_650","Eukaryota","Picozoa","unknown","unknown","unknown","unknown","Picobiliphyte sp. MS584-11"
"370","ASV_652",0.0179939356873815,0.0121178781422822,0.0125132793279132,"ASV_652","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"371","ASV_654",0.000366106796143764,-0.000321775913187597,-0.000616898580300908,"ASV_654","Eukaryota","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Eutintinnus","Eutintinnus pectinis"
"372","ASV_656",0.00254949707036487,0.0116150384417108,0.000942025420463081,"ASV_656","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","g_","s_"
"373","ASV_657",-0.0352947032851378,0.0319897628908672,-0.0130102597655738,"ASV_657","Eukaryota","Haptista","Haptophyta","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis cordata"
"374","ASV_660",-0.0031192736168464,-0.00906732184607887,-0.00290985689365372,"ASV_660","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","unassigned"
"375","ASV_661",-0.0389879608689285,-0.058179872298006,0.00135383804046524,"ASV_661","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"376","ASV_662",0.0046157060805946,0.00671793066386116,0.0139989376805689,"ASV_662","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","s_"
"377","ASV_664",0.0161559486985644,0.0119241435877386,0.0140374717821093,"ASV_664","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"378","ASV_665",-0.0903405815995695,-0.093262632475099,-0.0332059103963741,"ASV_665","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","unassigned","unassigned"
"379","ASV_666",-0.0138276167039488,0.0144662775580425,-0.0063002915895089,"ASV_666","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","unassigned","unassigned"
"380","ASV_669",-0.0127430289930592,0.0077874581907193,0.00373862448761841,"ASV_669","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"381","ASV_671",-0.00432043107185543,-0.0289005028705435,0.00072850600965198,"ASV_671","Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Adeleidae","g_","s_"
"382","ASV_672",-0.0035797196818686,-0.00510990223669589,-0.00248604002609248,"ASV_672","Eukaryota","unknown","Cryptophyceae","Cryptomonadales","Cryptomonadaceae","Cryptomonas","unassigned"
"383","ASV_676",-0.0116907480266874,-0.00471313108225512,0.0106329276095859,"ASV_676","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Paulsenella","Paulsenella vonstoschii"
"384","ASV_678",-0.0298569591814153,-0.0183639153746776,-0.0286406493103858,"ASV_678","Eukaryota","unknown","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","unassigned"
"385","ASV_686",-0.0156859983047254,0.0167458905287692,-0.0234005951976257,"ASV_686","Eukaryota","unknown","Bigyra","Oblongichytrida","unknown","Oblongichytrium","unassigned"
"386","ASV_688",-0.0265946214075127,0.0206872912311349,0.0025754908300984,"ASV_688","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","s_"
"387","ASV_689",0.00691074076053015,0.0136969370822922,0.00172211183141215,"ASV_689","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"388","ASV_690",-0.00395601359630159,0.00372790048956627,-0.00248703896972064,"ASV_690","Eukaryota","unknown","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium divergens"
"389","ASV_691",-0.0289572804349046,0.0498013796718277,-0.0254009732862211,"ASV_691","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","unassigned","unassigned"
"390","ASV_693",0.0181142228173932,0.0184751703849331,0.0435314239930822,"ASV_693","Eukaryota","unknown","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","Ensiculifera imariensis"
"391","ASV_698",-0.00136649085833643,0.00271914085271648,-0.00263552700192495,"ASV_698","Eukaryota","unknown","Bigyra","Nanomonadea","unknown","Incisomonas","s_"
"392","ASV_699",-0.0215015030368619,0.0123795543937363,-0.0262776165060897,"ASV_699","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"393","ASV_700",-0.0128370216643783,0.0126826928982254,-0.00689034840109447,"ASV_700","Eukaryota","Endomyxa","Ascetosporea","Paradiniida","unknown","g_","s_"
"394","ASV_701",0.0103703237236837,0.00500545738317463,0.0116235114012702,"ASV_701","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","unassigned"
"395","ASV_705",0.0169133351504639,0.00762775576880753,0.0110271435179124,"ASV_705","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"396","ASV_707",0.0101636903520025,0.0380774068908205,0.00017970973901789,"ASV_707","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"397","ASV_711",-0.00954637480260088,-0.0143327294332429,-0.00628418535487498,"ASV_711","Eukaryota","unknown","Dinophyceae","Syndiniales","Ellobiopsidae","Ellobiopsis","s_"
"398","ASV_712",0.00630101608316235,-0.0173144377459492,0.0093053531814178,"ASV_712","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"399","ASV_714",-0.0274117657427758,0.0198607768905461,-0.0361878021945172,"ASV_714","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"400","ASV_719",-0.0680800271043169,-0.11192263333898,0.0069484438478715,"ASV_719","Eukaryota","Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilus","unassigned"
"401","ASV_722",0.00476283888182754,0.0147131132519731,0.00512030303179926,"ASV_722","Eukaryota","Rotifera","Monogononta","Ploima","Synchaetidae","Synchaeta","unassigned"
"402","ASV_725",-0.00434209509166389,0.0572448124687577,-0.0161796344600144,"ASV_725","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Warnowiaceae","Warnowia","Warnowia sp. BSL-2009a"
"403","ASV_726",-0.0550038701029677,-0.0524526228602335,-0.0109823588091894,"ASV_726","Eukaryota","unknown","unknown","Telonemida","unknown","g_","s_"
"404","ASV_728",0.00304783205633284,-0.000915931882178303,0.000741608595101854,"ASV_728","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"405","ASV_734",-0.0265102171025246,0.0329554917047693,-0.00869019645936487,"ASV_734","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"406","ASV_738",-0.044277303098445,-0.0347964524008894,-0.0425541421159466,"ASV_738","Eukaryota","Ciliophora","Spirotrichea","Tintinnida","Codonellidae","Tintinnopsis","unassigned"
"407","ASV_739",-0.0002283318783582,3.1214206883982e-05,-0.000654202569166506,"ASV_739","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Guinardia","Guinardia flaccida"
"408","ASV_744",0.00793371778828926,0.0634231106863542,-0.00862625481238601,"ASV_744","Eukaryota","Ciliophora","Spirotrichea","unassigned","unassigned","unassigned","unassigned"
"409","ASV_746",0.0181331583239213,-0.00535484807308602,0.0136895296464794,"ASV_746","Eukaryota","unknown","Dinophyceae","Dinophysiales","Dinophysiaceae","Dinophysis","Dinophysis acuminata"
"410","ASV_748",-0.0148167821836743,0.0307724935076743,-0.0214286670691157,"ASV_748","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"411","ASV_749",0.00418764384698371,-0.00662003124187615,0.00389870148976241,"ASV_749","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira aestivalis"
"412","ASV_754",-0.0222766760731446,0.0266295076923691,-0.0328704091438199,"ASV_754","Eukaryota","Ciliophora","Spirotrichea","unassigned","unassigned","unassigned","unassigned"
"413","ASV_755",0.00850512201119528,-0.0438784558220241,0.0122792168009626,"ASV_755","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"414","ASV_761",0.00943236836937816,0.00347372520882887,0.00448772578178258,"ASV_761","Eukaryota","Ciliophora","Spirotrichea","unknown","Strombidiidae","Strombidium","Strombidium sp. JG-2011a"
"415","ASV_763",-0.00934101154982572,-0.0618366773679255,0.0150111786384208,"ASV_763","Eukaryota","unknown","Choanoflagellata","unknown","unknown","unknown","Choanoflagellida sp. SL117#1"
"416","ASV_765",0.00286112418496652,0.018913582129745,0.00212754232700154,"ASV_765","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"417","ASV_769",0.000126161877103472,3.75057573806094e-05,-0.00129548633497699,"ASV_769","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"418","ASV_772",-0.0261567365025753,-0.044706794707504,-0.0125533828227388,"ASV_772","Eukaryota","Arthropoda","Hexanauplia","Sessilia","unassigned","unassigned","unassigned"
"419","ASV_779",-0.0243003967417693,-0.00913412707519503,-0.0237290866927978,"ASV_779","Eukaryota","unknown","Bolidophyceae","Parmales","Triparmaceae","Bolidomonas","unassigned"
"420","ASV_780",0.0200103594511022,-0.0129903894723669,0.0309860688215275,"ASV_780","Eukaryota","Streptophyta","Magnoliopsida","Asterales","Asteraceae","unassigned","unassigned"
"421","ASV_781",-0.00564147355381544,0.0055999815634184,-0.00364533280306343,"ASV_781","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Amphilothaceae","Achradina","Achradina pulchra"
"422","ASV_782",0.00265050748702348,-0.00282974265424919,0.00839837531975477,"ASV_782","Eukaryota","Endomyxa","Ascetosporea","Paradiniida","unknown","Paradinium","Paradinium poucheti"
"423","ASV_785",-0.000318678834468305,-0.00110508424869473,0.000188374330267069,"ASV_785","Eukaryota","unknown","Dinophyceae","unknown","unknown","Theleodinium","Theleodinium calcisporum"
"424","ASV_792",0.0022182213548803,-0.00356137049773385,0.000726558633502813,"ASV_792","Eukaryota","Ciliophora","Spirotrichea","unknown","Tontoniidae","Pseudotontonia","Pseudotontonia sp. JG-2011a"
"425","ASV_794",-0.00403693406206348,0.00607072403436148,-0.00662824734020392,"ASV_794","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","g_","s_"
"426","ASV_798",-0.0172247262336392,0.0506200322931184,-0.0192454094554962,"ASV_798","Eukaryota","Chlorophyta","unassigned","unassigned","unassigned","unassigned","unassigned"
"427","ASV_804",0.000927565810883918,0.00191363159156774,0.000168049863870416,"ASV_804","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Miraciidae","g_","s_"
"428","ASV_806",0.00433133207352686,0.058967439193393,0.000464228300926351,"ASV_806","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"429","ASV_808",-0.012114305136299,0.0261137716825996,-0.0217564430591918,"ASV_808","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","s_"
"430","ASV_809",-0.00613825617760764,0.0058844495196795,-0.00350573059027338,"ASV_809","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium jinhaense"
"431","ASV_811",0.00225868956599678,-0.00627706414519094,0.00302599696700156,"ASV_811","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus radiatus"
"432","ASV_815",0.00106329312583845,0.0513858112761965,-0.00951440349700194,"ASV_815","Eukaryota","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","unassigned"
"433","ASV_816",-0.000416732319248982,0.00167340777945081,-0.00185672626327296,"ASV_816","Eukaryota","Chlorophyta","Pedinophyceae","Pedinomonadales","Pedinomonadaceae","Pedinomonas","unassigned"
"434","ASV_817",0.0170735189139068,0.0256990250702446,0.0107233993857728,"ASV_817","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"435","ASV_821",0.0190776349842278,0.0150741690126017,0.0167549960211878,"ASV_821","Eukaryota","unknown","unknown","unknown","unknown","unknown","eukaryote clone OLI11072"
"436","ASV_823",0.0012627066317667,0.0225509800768927,-0.00463531823661307,"ASV_823","Eukaryota","Euglenozoa","unknown","Diplonemea","Diplonemidae","g_","s_"
"437","ASV_824",0.004762155123172,-0.00150895308858726,0.00243646003937583,"ASV_824","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"438","ASV_826",-0.0140213863022777,-0.0214092765249283,-0.00933080735633336,"ASV_826","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"439","ASV_830",-0.0150557103668292,-0.0204605043655956,0.00663323134208628,"ASV_830","Eukaryota","unknown","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax spinifera"
"440","ASV_832",-0.0198952795285393,0.00594572343298663,-0.0267651895025398,"ASV_832","Eukaryota","unknown","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"441","ASV_833",-0.0142956695600268,0.0127383061887762,-0.0156606241078353,"ASV_833","Eukaryota","Haptista","Haptophyta","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina strobilus"
"442","ASV_836",-0.00900065672134611,-0.0159654963031211,-0.0049086036064261,"ASV_836","Eukaryota","unknown","Dictyochophyceae","Dictyochales","unknown","Dictyocha","Dictyocha speculum"
"443","ASV_838",0.00276636441076725,0.0344324283122615,0.00101620041100061,"ASV_838","Eukaryota","unknown","Bolidophyceae","Parmales","Triparmaceae","Bolidomonas","unassigned"
"444","ASV_841",0.0304861777575507,-0.0356082954490935,0.0313127591716516,"ASV_841","Eukaryota","unknown","unknown","unknown","unknown","unknown","s_"
"445","ASV_843",0.133898013675136,-0.034194016772784,-0.130083352155864,"ASV_843","Eukaryota","Haptista","Haptophyta","Prymnesiales","Prymnesiaceae","Prymnesium","unassigned"
"446","ASV_851",0.00440217922221233,-0.0117783963234787,0.007254148679719,"ASV_851","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Paulsenella","Paulsenella vonstoschii"
"447","ASV_852",0.00646224555458374,0.00659858441904279,0.00289672555769442,"ASV_852","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"448","ASV_854",0.00345388809070675,-0.00369949696986014,0.000793212870317686,"ASV_854","Eukaryota","unknown","unknown","unknown","unknown","unknown","eukaryote clone OLI11005"
"449","ASV_861",-0.00763961636112558,-0.0455206171765222,0.00236340421023459,"ASV_861","Eukaryota","unknown","unknown","unknown","unknown","unknown","s_"
"450","ASV_862",0.0111269345187988,0.00657973215268929,0.00556829112133185,"ASV_862","Eukaryota","Bacillariophyta","unassigned","unassigned","unassigned","g_","s_"
"451","ASV_863",-0.0165665137833504,0.0238054344356055,-0.020104001402977,"ASV_863","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"452","ASV_864",-0.00143001722298143,0.00339184168898151,0.00934208560715464,"ASV_864","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"453","ASV_865",0.0138474070894863,-0.0102023588592406,0.0140455812748681,"ASV_865","Eukaryota","unknown","Dinophyceae","unknown","unknown","unknown","Dinophyceae sp. CCMP1878"
"454","ASV_866",0.00264799558667778,0.0130382663744134,0.00251941710288625,"ASV_866","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"455","ASV_867",-0.0322255336441328,0.0746538971910348,-0.0341670733233739,"ASV_867","Eukaryota","unknown","unknown","unknown","unknown","unknown","eukaryote clone OLI11007"
"456","ASV_869",-0.0161994877385749,-0.0536566854838148,0.0208251669762907,"ASV_869","Eukaryota","Imbricatea","unknown","Thaumatomonadida","Thaumatomastigidae","Protaspis","s_"
"457","ASV_872",0.00650835883257809,0.00311607148010947,0.00363749376147175,"ASV_872","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"458","ASV_874",-0.0229093744183045,0.0229874738927151,-0.0287342012468225,"ASV_874","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"459","ASV_880",0.0195742148852795,0.0194406917357311,0.0155415589489089,"ASV_880","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"460","ASV_885",0.0143385802069467,0.0195507046219892,0.00765980450898255,"ASV_885","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","s_"
"461","ASV_886",-0.00111337270231979,-0.0168150134483935,0.000239434010007934,"ASV_886","Eukaryota","unknown","Dictyochophyceae","Florenciellales","unknown","Pseudochattonella","unassigned"
"462","ASV_887",0.0124396232627676,-0.0311921343639378,0.0201030045177672,"ASV_887","Eukaryota","Cercozoa","Thecofilosea","unknown","unknown","g_","s_"
"463","ASV_891",-0.0227825740498724,-0.0309705963162629,-0.0141258966241126,"ASV_891","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"464","ASV_892",-0.000206734121814568,0.00181836675796218,-0.00237324346444124,"ASV_892","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"465","ASV_900",-0.00804948126432149,-0.0115887090785421,0.0045160533790104,"ASV_900","Eukaryota","unknown","Dinophyceae","Peridiniales","Protoperidiniaceae","Islandinium","Islandinium tricingulatum"
"466","ASV_901",0.00777871903551864,0.0123686899400025,0.00644064667663222,"ASV_901","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","unassigned"
"467","ASV_904",0.0149353703562936,-0.0181495584078661,0.0169876525902458,"ASV_904","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"468","ASV_906",0.00720231845256594,0.00275782386021364,0.00334379266116434,"ASV_906","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"469","ASV_909",-0.00599604844184252,0.00266536516888444,-0.00276581661740543,"ASV_909","Eukaryota","unknown","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Stoeckeria","Stoeckeria algicida"
"470","ASV_920",-0.0409715340348248,-0.0643950065414813,-0.0269011883057105,"ASV_920","Eukaryota","unknown","unknown","unknown","unknown","unknown","s_"
"471","ASV_922",0.0104731034299957,-0.000822715839005532,0.00795057756930668,"ASV_922","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"472","ASV_923",0.0227700233527945,-0.0147507851741775,0.0223319536047952,"ASV_923","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"473","ASV_934",-0.00515966868904761,0.0573554154291104,-0.0197015370562715,"ASV_934","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","g_","s_"
"474","ASV_938",-0.00119012074210303,0.00228417687047186,-0.00206104079828919,"ASV_938","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"475","ASV_940",0.0116256344513579,0.00843979689553446,0.00622333614371046,"ASV_940","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"476","ASV_941",-0.0138146531846479,0.00884773311927746,-0.00190615060057955,"ASV_941","Eukaryota","Arthropoda","Hexanauplia","unassigned","unassigned","unassigned","unassigned"
"477","ASV_943",0.00886581568363089,0.040825564092894,-0.00126097381010687,"ASV_943","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"478","ASV_945",0.0141288821019623,0.0159721637842752,0.00904741503642517,"ASV_945","Eukaryota","Rhodophyta","Florideophyceae","Gigartinales","unassigned","unassigned","unassigned"
"479","ASV_948",6.69121997599118e-05,-0.000500774595909021,-0.000358281666679088,"ASV_948","Eukaryota","unknown","Dinophyceae","Syndiniales","Eudubosquellidae","g_","s_"
