,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_14576,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_
ASV_14580,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_14588,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,g_,s_
ASV_14596,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_14618,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_14664,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_14667,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_14689,Eukaryota,Chaetognatha,unknown,unknown,unknown,unknown,Chaetognatha environmental sample
ASV_14698,Eukaryota,Mollusca,Gastropoda,unknown,Pachychilidae,g_,s_
ASV_14706,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_14727,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,g_,s_
ASV_14735,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_14744,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_14768,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_
ASV_14770,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_14791,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_14813,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_14817,Eukaryota,Arthropoda,Insecta,Hymenoptera,unassigned,g_,s_
ASV_14823,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_
ASV_14841,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_14874,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_14881,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,g_,s_
ASV_14894,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_14918,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_14949,Eukaryota,unknown,Phaeophyceae,Fucales,Sargassaceae,g_,s_
ASV_14965,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_14976,Eukaryota,unknown,Oomycota,Olpidiopsidales,Olpidiopsidaceae,g_,s_
ASV_14991,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oplophoridae,g_,s_
ASV_15003,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_15004,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_15028,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_15050,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_15065,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,g_,s_
ASV_15069,Eukaryota,Arthropoda,Insecta,Hymenoptera,Braconidae,g_,s_
ASV_15072,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_15073,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_15121,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_15122,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_15125,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_15163,Eukaryota,unknown,Oomycota,unknown,unknown,g_,s_
ASV_15174,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,Sphaeronectes,Sphaeronectes gracilis
ASV_15183,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_15187,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,g_,s_
ASV_15196,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_15219,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_15231,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_15236,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_15247,Eukaryota,unknown,Phaeophyceae,Fucales,Sargassaceae,g_,s_
ASV_15253,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_15316,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
ASV_15344,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_15353,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_15379,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_15390,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_15400,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,g_,s_
ASV_15413,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_15449,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_15511,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_15552,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_15569,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_15577,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_15602,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,g_,s_
ASV_15682,Eukaryota,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Acrochaetium,Acrochaetium densum
ASV_15685,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_15782,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_15823,Eukaryota,unknown,Oomycota,unknown,unknown,g_,s_
ASV_15853,Eukaryota,Arthropoda,Malacostraca,Decapoda,unassigned,g_,s_
ASV_15872,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_15898,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_15899,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_15903,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_15904,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,g_,s_
ASV_15924,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_15929,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_15934,Bacteria,unknown,unknown,unknown,unknown,g_,s_
ASV_15938,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_15954,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_15956,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
ASV_15962,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia californiensis
ASV_15984,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_16032,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_16053,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_16058,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_16072,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_16100,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_16118,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_16144,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oplophoridae,g_,s_
ASV_16151,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_16161,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_16162,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_16188,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_16251,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_16262,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_16263,Eukaryota,Annelida,Polychaeta,Spionida,Chaetopteridae,g_,s_
ASV_16285,Eukaryota,Mollusca,Bivalvia,Arcoida,Arcidae,g_,s_
ASV_16316,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_16320,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_16329,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_16371,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_16391,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,s_
ASV_16402,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_16427,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_16442,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_16462,Eukaryota,unknown,Synurophyceae,Synurales,Mallomonadaceae,g_,s_
ASV_16465,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa
ASV_16470,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_16477,Eukaryota,unknown,Oomycetes,Pythiales,Pythiaceae,g_,s_
ASV_16478,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_16530,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_16562,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_16587,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_16593,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_16634,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,g_,s_
ASV_16637,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_16646,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,g_,s_
ASV_16711,Eukaryota,Evosea,unknown,unknown,unknown,g_,s_
ASV_16772,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_16782,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,g_,s_
ASV_16783,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_16820,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_16822,Eukaryota,unknown,Phaeophyceae,unassigned,unassigned,g_,s_
ASV_16885,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_16890,Eukaryota,unknown,Raphidophyceae,Chattonellales,Chattonellaceae,g_,s_
ASV_16907,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_16908,Eukaryota,unknown,Raphidophyceae,Chattonellales,Chattonellaceae,g_,s_
ASV_16911,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_16922,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_16933,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_16953,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,g_,s_
ASV_16974,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_16986,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,g_,s_
ASV_17012,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_17014,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_17048,Eukaryota,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,g_,s_
ASV_17059,Eukaryota,Arthropoda,unassigned,unassigned,unassigned,g_,s_
ASV_17068,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_17086,Eukaryota,unknown,Phaeophyceae,Fucales,Sargassaceae,g_,s_
ASV_17143,Eukaryota,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lebbeus,s_
ASV_17180,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,g_,s_
ASV_17204,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_17264,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_17266,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_17301,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus
ASV_17338,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_17360,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_17361,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_17379,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_17391,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_17412,Eukaryota,Haptista,Haptophyta,Isochrysidales,unassigned,unassigned,unassigned
ASV_17428,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_17436,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_17447,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_17505,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_17506,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_17532,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_17558,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_17561,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_17581,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_17621,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_17625,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_17684,Eukaryota,unknown,Phaeophyceae,Fucales,Sargassaceae,g_,s_
ASV_17700,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Parvocalanus,Parvocalanus crassirostris
ASV_17737,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_17746,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_17755,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_17756,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_17808,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_17831,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_17852,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_17854,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_17863,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_17866,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_17871,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_17887,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,g_,s_
ASV_17919,Eukaryota,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,g_,s_
ASV_17930,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_17931,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_17950,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_17996,Eukaryota,Haptista,Haptophyta,Prymnesiales,Prymnesiaceae,Prymnesium,unassigned
ASV_18001,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_18037,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,unassigned,g_,s_
ASV_18040,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_18092,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_18106,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_18139,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_18157,Eukaryota,Mollusca,Gastropoda,unknown,Pachychilidae,g_,s_
ASV_18164,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_18165,Eukaryota,unknown,Phaeophyceae,unassigned,unassigned,g_,s_
ASV_18183,Eukaryota,unknown,Phaeophyceae,unknown,unknown,g_,s_
ASV_18189,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_18218,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,g_,s_
ASV_18263,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,g_,s_
ASV_18289,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_18299,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_
ASV_18352,Eukaryota,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lebbeus,unassigned
ASV_18360,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,unassigned,unassigned
ASV_18391,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_18400,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_18410,Eukaryota,unknown,Pelagophyceae,Pelagomonadales,unknown,Aureococcus,Aureococcus anophagefferens
ASV_18414,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_18426,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,g_,s_
ASV_18437,Eukaryota,Arthropoda,unknown,unknown,unknown,g_,s_
ASV_18445,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_18469,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,g_,s_
ASV_18482,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_18521,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_18533,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_18534,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_18552,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_18560,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_18575,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus elongatus
ASV_18603,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,g_,s_
ASV_18610,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_18641,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_18650,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_18672,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_18675,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_18685,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_18698,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_18703,Eukaryota,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,g_,s_
ASV_18716,Eukaryota,Arthropoda,Insecta,Hymenoptera,Braconidae,g_,s_
ASV_18753,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_18761,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_18778,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides
ASV_18813,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_18831,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_18930,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_18954,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
ASV_19002,Eukaryota,unknown,Oomycetes,Pythiales,Pythiaceae,g_,s_
ASV_19089,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_19109,Eukaryota,Rhodophyta,Florideophyceae,unassigned,unassigned,g_,s_
ASV_19140,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_19143,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_19213,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_19259,Eukaryota,unknown,Oomycetes,Peronosporales,Peronosporaceae,g_,s_
ASV_19308,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_19347,Eukaryota,Rotifera,Monogononta,Ploima,unassigned,g_,s_
ASV_19350,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_19360,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_19362,Bacteria,unknown,unknown,unknown,unknown,g_,s_
ASV_19404,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,g_,s_
ASV_19410,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_19419,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,g_,s_
ASV_19476,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_19478,Eukaryota,Discosea,Flabellinia,unknown,Vannellidae,g_,s_
ASV_19495,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_19497,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_19528,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_19538,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_19550,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_19555,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_19560,Eukaryota,unknown,Dictyochophyceae,Dictyochales,unknown,Dictyocha,Dictyocha speculum
ASV_19580,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Symphyocladiella,Symphyocladiella sp. 1GWS
ASV_19581,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Moerisiidae,g_,s_
ASV_19589,Eukaryota,unknown,Dinophyceae,Lophodiniales,Lophodiniaceae,Woloszynskia,unassigned
ASV_19609,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_19613,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_19620,Eukaryota,Arthropoda,Insecta,unassigned,unassigned,g_,s_
ASV_19637,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_19749,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_19763,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_19767,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_19775,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Chuniphyes,Chuniphyes multidentata
ASV_19810,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Moerisiidae,g_,s_
ASV_19828,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. NJCGS093-09
ASV_19861,Eukaryota,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,g_,s_
ASV_19868,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_19886,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,Oncaea,unassigned
ASV_19899,Eukaryota,Arthropoda,Insecta,Hymenoptera,Eulophidae,g_,s_
ASV_19901,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_19938,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_19952,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_19979,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_19982,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_19988,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_19990,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,g_,s_
ASV_20002,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_20011,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_20019,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_20021,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_20067,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_20145,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_20152,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,unassigned,g_,s_
ASV_20164,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_20167,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_20169,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_20171,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_20213,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_20224,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_20253,Eukaryota,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,g_,s_
