,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1173,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1174,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1175,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1177,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis turris
ASV_1182,Eukaryota,Arthropoda,Malacostraca,Decapoda,unassigned,unassigned,unassigned
ASV_1183,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1185,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_1187,Eukaryota,Chordata,Appendicularia,unassigned,unassigned,unassigned,unassigned
ASV_1194,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Cochlodinium,unassigned
ASV_1196,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_1198,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_1199,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1200,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_1201,Eukaryota,Haptista,Haptophyta,unassigned,unassigned,unassigned,unassigned
ASV_1203,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strombidinopsidae,Strombidinopsis,Strombidinopsis sp. NSMS0601
ASV_1204,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1205,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1206,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1208,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,g_,s_
ASV_1209,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_1211,Eukaryota,Annelida,Polychaeta,Terebellida,Terebellidae,unassigned,unassigned
ASV_1212,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1213,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,g_,s_
ASV_1215,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,s_
ASV_1216,Eukaryota,unknown,Dinophyceae,Peridiniales,Pfiesteriaceae,unassigned,unassigned
ASV_1217,Eukaryota,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11012
ASV_1219,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1220,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,Incisomonas,Incisomonas marina
ASV_1221,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1224,Eukaryota,unknown,unknown,Sticholonchida,Sticholonchidae,g_,s_
ASV_1226,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1228,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Cryothecomonas longipes
ASV_1230,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1231,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_1232,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1233,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1235,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1239,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,Pentapharsodinium tyrrhenicum
ASV_1240,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_1241,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1244,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,unassigned
ASV_1246,Eukaryota,Haptista,Centroplasthelida,Pterocystida,Pterocystidae,g_,s_
ASV_1248,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,s_
ASV_1250,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1251,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_1252,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_1253,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1254,Eukaryota,unknown,Acantharea,Symphyacanthida,Amphilithiidae,g_,s_
ASV_1256,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1258,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1260,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1262,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus sp. GGM-2004
ASV_1263,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1265,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_1268,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1269,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1270,Eukaryota,Cercozoa,Thecofilosea,Ventricleftida,Ventrifissuridae,g_,s_
ASV_1271,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_1272,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina scutellum
ASV_1276,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1277,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,unassigned
ASV_1282,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1284,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1285,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1287,Eukaryota,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11072
ASV_1288,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 1sb RG-2016
ASV_1289,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1291,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,unassigned
ASV_1292,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_1296,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus
ASV_1297,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium conicum
ASV_1298,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1300,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,unassigned,unassigned
ASV_1303,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_1304,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1305,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1306,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1308,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,g_,s_
ASV_1313,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1314,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1315,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1318,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1319,Eukaryota,Picozoa,Picomonadea,Picomonadida,Picomonadidae,Picomonas,unassigned
ASV_1320,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1324,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_
ASV_1326,Eukaryota,Cnidaria,Anthozoa,Actiniaria,unassigned,unassigned,unassigned
ASV_1329,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_1330,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,Oncaea,s_
ASV_1331,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,unassigned,s_
ASV_1332,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani
ASV_1333,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_1335,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1336,Eukaryota,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus purpuratus
ASV_1337,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1338,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1339,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1341,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_1342,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1343,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1344,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1348,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1349,Eukaryota,Streptophyta,unknown,Sapindales,unassigned,unassigned,unassigned
ASV_1350,Eukaryota,unknown,Dinophyceae,Syndiniales,Syndiniaceae,g_,s_
ASV_1351,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1353,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_1354,Eukaryota,Haptista,Haptophyta,Prymnesiales,unknown,Chrysocampanula,Chrysocampanula spinifera
ASV_1355,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1357,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1360,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1361,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1362,Eukaryota,unknown,Dinophyceae,Coccidiniales,Chytriodiniaceae,g_,s_
ASV_1363,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1364,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina leadbeateri
ASV_1367,Eukaryota,unknown,Polycystinea,unassigned,unassigned,g_,s_
ASV_1368,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_1369,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_1371,Eukaryota,unknown,Acantharea,unknown,unknown,unknown,Uncultured marine acantharean DH147-EKD17
ASV_1372,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1373,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1375,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,Pyramimonas,Pyramimonas parkeae
ASV_1376,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,s_
ASV_1378,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1379,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_1381,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1382,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_1383,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1384,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1385,Eukaryota,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,Tetraselmis sp. KB-CR05
ASV_1388,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1390,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1391,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_
ASV_1393,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1394,Eukaryota,Ctenophora,Tentaculata,Cydippida,unassigned,unassigned,unassigned
ASV_1395,Eukaryota,Ciliophora,Spirotrichea,unknown,Tontoniidae,Pseudotontonia,Pseudotontonia sp. JG-2011a
ASV_1396,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1397,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_1399,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1400,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1404,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,g_,s_
ASV_1405,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_1406,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Amphidomataceae,g_,s_
ASV_1407,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Islandinium,Islandinium tricingulatum
ASV_1411,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1412,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1414,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1415,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis turris
ASV_1416,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1420,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1426,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_1427,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,Pentapharsodinium tyrrhenicum
ASV_1428,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1433,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1436,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1438,Eukaryota,Haptista,Haptophyta,unassigned,unassigned,unassigned,unassigned
ASV_1439,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_1440,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_1444,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1445,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1446,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1447,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,s_
ASV_1448,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_1449,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_1450,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1451,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1452,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,g_,s_
ASV_1453,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1454,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_1455,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1457,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1458,Eukaryota,unknown,Cryptophyceae,unassigned,unassigned,g_,s_
ASV_1460,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,unassigned
ASV_1461,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1464,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1467,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,g_,s_
ASV_1468,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1472,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1473,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1474,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1477,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_1479,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1485,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_1487,Eukaryota,Ciliophora,unknown,unknown,unknown,Cryptocaryon,s_
ASV_1489,Eukaryota,Ciliophora,Oligohymenophorea,Apostomatida,unassigned,unassigned,unassigned
ASV_1495,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1496,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1497,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1498,Eukaryota,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,unassigned,unassigned
ASV_1499,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1502,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1506,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_1508,Eukaryota,unknown,Oomycota,unassigned,unassigned,unassigned,unassigned
ASV_1510,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1518,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1519,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1520,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_1521,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1523,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,g_,s_
ASV_1524,Eukaryota,unknown,Choanoflagellata,Craspedida,Salpingoecidae,g_,s_
ASV_1527,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,Bolidomonas,unassigned
ASV_1531,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1533,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1535,Eukaryota,Cercozoa,unknown,unknown,unknown,g_,s_
ASV_1536,Eukaryota,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,g_,s_
ASV_1537,Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,Phyllospadix,Phyllospadix iwatensis
ASV_1538,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,g_,s_
ASV_1539,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia heimii
ASV_1541,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_1542,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1543,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1544,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,unassigned,unassigned
ASV_1545,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_1546,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_1547,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1550,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1551,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,unassigned,unassigned
ASV_1552,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned
ASV_1553,Eukaryota,unknown,unknown,Telonemida,unknown,g_,s_
ASV_1554,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1558,Eukaryota,Cnidaria,Hydrozoa,Narcomedusae,Cuninidae,Solmissus,Solmissus marshalli
ASV_1562,Eukaryota,Ciliophora,Spirotrichea,unknown,Tontoniidae,g_,s_
ASV_1563,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,unassigned
ASV_1564,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1567,Eukaryota,Haptista,Haptophyta,unassigned,unassigned,unassigned,s_
ASV_1568,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_1569,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1570,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1571,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1573,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1576,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1580,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,unassigned
ASV_1582,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1584,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1585,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_1586,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1588,Eukaryota,unknown,unknown,Sticholonchida,Sticholonchidae,g_,s_
ASV_1590,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1591,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,s_
ASV_1592,Eukaryota,unknown,unknown,Telonemida,unknown,g_,s_
ASV_1594,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1597,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1598,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strombidinopsidae,Strombidinopsis,unassigned
ASV_1599,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1601,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_1602,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,Dinophysis acuminata
ASV_1604,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unassigned
ASV_1607,Eukaryota,Annelida,Polychaeta,Capitellida,Capitellidae,unassigned,s_
ASV_1608,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,s_
ASV_1611,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1612,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,unassigned
ASV_1614,Eukaryota,unknown,unknown,Telonemida,unknown,Telonema,unassigned
ASV_1616,Eukaryota,Cercozoa,Chlorarachniophyceae,unknown,unknown,Norrisiella,s_
ASV_1617,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1618,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1619,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1620,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,unassigned
ASV_1621,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_1622,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,Blastodinium,Blastodinium mangini
ASV_1623,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1624,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,g_,s_
ASV_1626,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1628,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1630,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,Chthamalus,unassigned
ASV_1634,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_1635,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_1636,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1637,Eukaryota,Ciliophora,unknown,unknown,unknown,g_,s_
ASV_1639,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1641,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. UNC1416
ASV_1644,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1645,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Proterythropsis,Proterythropsis sp. BSL-2009a
ASV_1647,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1650,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1651,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,unassigned,unassigned
ASV_1652,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,s_
ASV_1654,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1655,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1656,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1660,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 21sb RG-2016
ASV_1661,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,unassigned,unassigned,unassigned
ASV_1662,Eukaryota,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora sp. 38
ASV_1664,Eukaryota,unknown,Oomycota,Lagenidiales,Haliphthoraceae,Haliphthoros,unassigned
ASV_1666,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1669,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,s_
ASV_1673,Eukaryota,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,Aglantha digitale
ASV_1677,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1678,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_1680,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,Solenicola,s_
